id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
4701,V. Aub,5.0,"I use this in my Galaxy S3 so that I can carry all my MP3s that are on my iPOD classic (45GB).The only complaint I have is not with this unit, but with smartphones in general.  They are still to sensitive to be used as a true mp3 player replacement.  If you are not too careful, you may crack the screen on your phone if you try to use it as an all-purpose media player.My ipod classic is five years old and it has yet to have its screen crack on me.  It definitely hold up better at the gym than my phone.  Anyway, this SDXC card is great.",2012-12-17,721,0,0,0,0,0.0,0.0
4702,"Vaughn ""The answer man!""",5.0,"It amazing how much data they can fit on these tiny cards these days.  When I saw this 32gb class 10 card for $20, I snatched it up for my 10&#34; Android tablet to hold my library of kids DVD movies I converted to tablet video for my kids to watch while on the road.  It works great and the kids love it.",2013-10-17,417,0,0,0,0,0.0,0.0
4703,V. Cortes,5.0,Overall great price per gigs  real money saver . Expands my tablets memory 10 fold as well as keeping it from crashing,2014-01-29,313,0,0,0,0,0.0,0.0
4704,V. Do,5.0,"Not much to say about this.  Works well with a Samsung Galaxy S2.  Haven't tested the read/write speeds, but it seems about right for a Class 10 card.",2013-07-23,503,0,0,0,0,0.0,0.0
4705,vdub,5.0,I've read a lot of reviews about this not working with the S3. I have had this for 6 months now and no issues yet.,2014-01-02,340,0,0,0,0,0.0,0.0
4706,"V. Ebbinghaus ""lilpcsister""",3.0,seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,2014-04-20,232,0,0,0,0,0.0,0.0
4707,Venatius,3.0,"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",2012-12-12,726,0,0,0,0,0.0,0.0
4708,VENROXAS,5.0,Love the micro sd card. It's everything i wanted and needed. The packaging was hassle free and easy to open,2013-09-14,450,0,0,0,0,0.0,0.0
4709,ventingisok,5.0,"Known brand, good packaging and working well in the phone.I wish the reviews did not require a set number of words.",2013-11-15,388,0,0,0,0,0.0,0.0
4710,Veronica,5.0,I bought this for my father and he definitely enjoys the extra storage space. Who wouldn't. It came in a timely manner and was easy to install.,2014-01-25,317,0,0,0,0,0.0,0.0
4711,Veronica,3.0,"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",2014-01-20,322,0,0,0,0,0.0,0.0
4712,vetteman18361,5.0,"I placed it in my better half's Samsung Galaxy 3 cellphone, and she was blown away with speed her phone now has. She comments on it all of the time. Most of the time, all I hear is &#34;Oh WOW&#34;",2013-11-21,382,0,0,0,0,0.0,0.0
4713,V.Gonzales,5.0,"I'm always happy with a SanDisk purchase. I am currently using this microSDXC in my cellphone Samsung G4, which is more than enough for pictures, videos, and document downloads. Very fast read and write.",2014-12-03,5,0,0,0,0,0.0,0.0
4714,V. Grewal,5.0,"It's quick, theirs clout behind the name and I haven't had any errors/faults on the three (3) that I've bought thus far. Keep in mind, these are a dime a dozen these days, but not all are equal. Stick to a dependable brand, like SanDisk and spend the extra $1-$5.",2013-06-11,545,0,0,0,0,0.0,0.0
4715,vharmy,5.0,Very fast memory card. Excellent price here on Amazon as well. It still amazes me that this little fingernail sized memory card can hold 1600x more data then the hard drive of my first computer. Highly recommended.,2013-08-20,475,0,0,0,0,0.0,0.0
4716,V,5.0,Sandisk once again lives upto its name as the pioneer. This SD card fits the need of today high performance apps and has excellent durability and fast transfer speeds.,2014-03-06,277,0,0,0,0,0.0,0.0
4717,"V. Hokia ""Vtek""",5.0,"I got it at a good price, and it is nice to have 64GB of extra space for media to use in my phone.",2013-11-27,376,0,0,0,0,0.0,0.0
4718,Vicente Santorsola,1.0,"Acquired this card a month ago for use in my phone Samsung Galaxy S4 and only have taken issues with it.The micro sd card is really bad, the camera takes a long time to be ready and repeatedly resets the phone. Absolutely not recommend it in my previous phone (S3) used a micro sd card 32GB Samsung brand and never had problems with it.To correct the problem of instability recommend formatting the card, I did and the problem remains the same.Live outside the U.S. and I must acquire excellent quality products because the cost of returning it exceeds the cost of the product.Next time buy a card SAMSUNG brand that never gave me problems.",2013-03-06,642,0,0,0,0,0.0,0.0
4719,vic,4.0,For this capacity and price you can't go wrong.  I'm not sure what class this is but they recommend higher class for video. I would recommend this product. Good luck,2013-09-20,444,0,0,0,0,0.0,0.0
4720,Victoria D.,5.0,Great little micro sd card!  The 64 GB of storage is awesome.  Very dependable brand.  I have this brand  for other devices and always works like a charm!,2014-11-03,35,0,0,0,0,0.0,0.0
4721,Victor Johnson,5.0,Works great in my Samsung Note 2 and Samsung Ativ 500T. Just slide it in and nothing else to do!,2013-03-18,630,0,0,0,0,0.0,0.0
4722,victor m flores,5.0,Bought this over a month ago and it still works great. been using it in my gopro 3+ snowboarding taking some heavy falls and have had zero issues!,2014-11-03,35,0,0,0,0,0.0,0.0
4723,Victor Santana,5.0,"Memory arrived intact delivery was fast and I use it now with my galaxy i9505 LTE s4, funciana to perfection and longer will be able to record all my videos",2014-04-06,246,0,0,0,0,0.0,0.0
4724,videowatcher,4.0,"I installed this card in a Nook Tablet and attempted to transfer videos to the card from my Windows xp computer - - some transferred okay, others not. Thinking the card was defective I bought another one (same card type) and installed it with the same result. I have had no problems transferring videos to this card from my Windows 7 computer.",2013-06-24,532,1,1,2,0,0.5,0.0945312057342307
4725,"Vikram Rao ""Viks""",5.0,What you buy this for is in there. 32 gb fast writing speed etc. happy with product. no issues yet,2013-04-27,590,0,0,0,0,0.0,0.0
4726,Vildo H Selgado,5.0,Great for my LG Optimus G and super fast transfer speeds. And no lagging for the games the many 3D games on my android.,2014-01-24,318,0,0,0,0,0.0,0.0
4727,villapoo,3.0,"Bought this for Samsung Galaxy S3 in Fall 2012 and that card works perfectly to this day.  Bought the same card in May 2013 for Galaxy S4 and it continuously mounts and unmounts.  Sometimes it is not even recognized by S4 or PC.  Amazon is awesome and pre-shipped a replacement.  It did the same thing, though.  According to Cnet, Sandisk acknowledged a &#34;manufacturing problem&#34; with these cards back in January 2013.  Said it was fixed, but the bad cards must still be sitting in warehouses.  Returned both and ordered Samsung's 64gb micro sdxc card.  $12 more and slightly slower read/write specs, but works perfectly in S4 and I can't tell the difference in its speeds compared to the Sandisk that works in my S3.",2013-05-13,574,2,0,2,2,1.0,0.3423802275066531
4728,Vinay Tannan,5.0,Great micro SD high speed card for digital photography (I use in Sony HDR-CX160). The 16G storage can be sufficient for a short program.,2014-06-15,176,0,0,0,0,0.0,0.0
4729,Vince52,5.0,"I use it in my Sansa Clip Zip 8GB MP3 player and now I have 40GB for music.The included adapter allows me to remove the card from my player and add and subtract music using a standard card reader on my computer without having to plug in my MP3 player.When I'm done I slip the micro card back into the player, let the MP3 player refresh itself, and I'm good to go.This card is a class 10 unit so it's also good for expansion ports on Video cameras as well.-v-",2013-07-14,512,0,0,0,0,0.0,0.0
4730,"Vincent A. Denis ""Vincent""",5.0,"Amazon as the best prices for these, period. I used this card in my Samsung Galaxy Tab 4 8.0.  No issues!",2014-05-27,195,0,0,0,0,0.0,0.0
4731,VINCENT A FORTANASCE,5.0,Good bye video camera. Just stick this in your Galaxy Phone and take high def video all day! TONS of storage for an amazing price!,2014-02-18,293,0,0,0,0,0.0,0.0
4732,Vincent Cherubino - Bhazard,5.0,"Great speed on both my DSLR and Smartphones. Great Sandisk quality as usual.Although other brands may be cheaper at times, I normally look to Sandisk first, and will usually buy it over other brands unless there is a large price difference.",2014-05-31,191,0,0,0,0,0.0,0.0
4733,"Vincent O. Paragone ""Cool Geek""",5.0,Product arrived on time as expected and worked exactly as advertised. A good buy on a product that will be used as part of a surveillance system.,2014-05-14,208,0,0,0,0,0.0,0.0
4734,Vincent R. Kudirka,5.0,"I purchased this SanDisk 64 GB memory card so as to get the full benefit for my Samsung Galaxy Note 8.0, when I received it from Amazon, I just inserted it in the Note 8.0, and within seconds, it was recognized (shows as 59.47 GB) and I installed ebooks, Magazines, music, pdf files, photo's and several full length movies and still have much more room to spare.  The price was right and I wanted the 10 UHS-1 speed so as to take full advantage of my Note 8.0.  SanDisk memory cards have never failed me so I'm very pleased with this card.",2013-06-23,533,0,0,0,0,0.0,0.0
4735,Vincent So,4.0,with the black friday discount the price is great. i got free shipping by bundling other items to meet (over $35) free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.,2013-04-12,605,0,0,0,0,0.0,0.0
4736,Vinnie,5.0,Tons of storage and the read and write speed it an added bonus. Blows people away how quick my phone's ready to take the next pic.,2013-12-10,363,0,0,0,0,0.0,0.0
4737,VinnyVino,5.0,Sandisk is the best out there and this ultra is even better!  Currently using it on a dashcam I have installed in my vehicle.  Its a shame smart phones seem to be going away with external memory so they can eventually start charging you for cloud storage.,2013-11-12,391,0,0,0,0,0.0,0.0
4738,"Vin Tej ""VinTej""",5.0,It works fine so far - easy to quickly upload data on this microSD - bought this for my daughter who uses this with her Samsung Galaxy Note tablet that was also purchased on Amazon - will update if I see issues.,2013-02-11,665,0,0,0,0,0.0,0.0
4739,Violeta Martinez,5.0,"I have nothing bad to say about these little guys! They arrived as expected, they fit into the devices and they work as stated! :D",2014-01-28,314,0,0,0,0,0.0,0.0
4740,Vista2020,5.0,Works perfectly. I can take the microSDHC from my Galaxy Player and use the adaptor to plug it into my iMac with no problem at all.,2013-11-19,384,0,0,0,0,0.0,0.0
4741,Visual8,5.0,"Works perfect, has no archive issues at all! Looks and feels pretty durable! Recommended for high end video and photography devices!",2014-05-26,196,0,0,0,0,0.0,0.0
4742,VIVAVAIO,5.0,"I have tried to copy out the files and it is an astonishingly 40MB/s  Not sure why others are getting such low speed read but it think it is the computer.  Mine is running Core i7, SSD and 16GB ram.  Probably it is why so.  Nevertheless, will see how durable is this microsd card.",2012-12-27,711,0,0,0,0,0.0,0.0
